cost_pH,cost_OM,cost_P,cost_K,budget,oracle_subset,oracle_loss,greedy_subset,greedy_loss,regret
4.0,1.0,2.0,4.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,1.0,2.0,4.0,5.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,1.0,2.0,4.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,1.0,2.0,4.0,7.0,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,1.0,2.0,4.0,8.0,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,1.0,2.0,4.0,9.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,2.0,4.0,10.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,2.0,4.0,11.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,1.0,4.0,0.5,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,1.0,4.0,0.5,0.5,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,1.0,4.0,0.5,1.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,1.0,4.0,0.5,1.5,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,1.0,4.0,0.5,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,1.0,4.0,0.5,4.5,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,1.0,4.0,0.5,5.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,1.0,4.0,0.5,5.5,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,0.5,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,0.5,8.5,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,0.5,9.0,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,1.0,4.0,0.5,9.5,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,1.0,4.0,1.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,1.0,4.0,1.0,1.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,1.0,4.0,1.0,2.0,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,1.0,4.0,1.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,1.0,4.0,1.0,5.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,1.0,4.0,1.0,6.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,1.0,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,1.0,9.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,1.0,10.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,1.0,4.0,2.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,1.0,4.0,2.0,1.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,1.0,4.0,2.0,2.0,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,1.0,4.0,2.0,3.0,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,1.0,4.0,2.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,1.0,4.0,2.0,5.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,1.0,4.0,2.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,1.0,4.0,2.0,7.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,2.0,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,2.0,9.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,2.0,10.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,2.0,11.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,1.0,4.0,4.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,1.0,4.0,4.0,1.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,1.0,4.0,4.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,1.0,4.0,4.0,5.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,1.0,4.0,4.0,8.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,1.0,4.0,4.0,9.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,4.0,12.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,1.0,4.0,4.0,13.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,0.5,0.5,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,0.5,0.5,0.5,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,2.0,0.5,0.5,1.0,none,1.5997873135441354,P+K,1.6610948839626856,0.06130757041855017
4.0,2.0,0.5,0.5,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,0.5,0.5,2.5,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,2.0,0.5,0.5,3.0,none,1.5997873135441354,OM+P+K,1.6567875491116548,0.05700023556751943
4.0,2.0,0.5,0.5,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,0.5,0.5,4.5,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,2.0,0.5,0.5,5.0,pH,1.5231649525989268,pH+P+K,1.6084303814731529,0.08526542887422606
4.0,2.0,0.5,0.5,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,0.5,0.5,6.5,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,0.5,0.5,7.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,0.5,1.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,0.5,1.0,0.5,none,1.5997873135441354,P,1.6483425217486445,0.04855520820450909
4.0,2.0,0.5,1.0,1.0,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,2.0,0.5,1.0,1.5,none,1.5997873135441354,P+K,1.6610948839626856,0.06130757041855017
4.0,2.0,0.5,1.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,0.5,1.0,2.5,none,1.5997873135441354,OM+P,1.656031985819892,0.05624467227575658
4.0,2.0,0.5,1.0,3.0,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,2.0,0.5,1.0,3.5,none,1.5997873135441354,OM+P+K,1.6567875491116548,0.05700023556751943
4.0,2.0,0.5,1.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,0.5,1.0,4.5,pH,1.5231649525989268,pH+P,1.5884588980316425,0.06529394543271572
4.0,2.0,0.5,1.0,5.0,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,2.0,0.5,1.0,5.5,pH,1.5231649525989268,pH+P+K,1.6084303814731529,0.08526542887422606
4.0,2.0,0.5,1.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,0.5,1.0,6.5,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,0.5,1.0,7.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,0.5,1.0,7.5,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,0.5,2.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,0.5,2.0,0.5,none,1.5997873135441354,P,1.6483425217486445,0.04855520820450909
4.0,2.0,0.5,2.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,0.5,2.0,2.5,none,1.5997873135441354,OM+P,1.656031985819892,0.05624467227575658
4.0,2.0,0.5,2.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,0.5,2.0,4.5,pH,1.5231649525989268,pH+P,1.5884588980316425,0.06529394543271572
4.0,2.0,0.5,2.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,0.5,2.0,6.5,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,0.5,2.0,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,0.5,2.0,8.5,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,0.5,4.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,0.5,4.0,0.5,none,1.5997873135441354,P,1.6483425217486445,0.04855520820450909
4.0,2.0,0.5,4.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,0.5,4.0,2.5,none,1.5997873135441354,OM+P,1.656031985819892,0.05624467227575658
4.0,2.0,0.5,4.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,0.5,4.0,4.5,pH,1.5231649525989268,pH+P,1.5884588980316425,0.06529394543271572
4.0,2.0,0.5,4.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,0.5,4.0,6.5,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,0.5,4.0,8.0,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,0.5,4.0,8.5,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,0.5,4.0,10.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,0.5,4.0,10.5,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,1.0,0.5,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,1.0,0.5,0.5,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,2.0,1.0,0.5,1.0,none,1.5997873135441354,P,1.6483425217486445,0.04855520820450909
4.0,2.0,1.0,0.5,1.5,none,1.5997873135441354,P+K,1.6610948839626856,0.06130757041855017
4.0,2.0,1.0,0.5,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,1.0,0.5,2.5,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,2.0,1.0,0.5,3.0,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,2.0,1.0,0.5,3.5,none,1.5997873135441354,OM+P+K,1.6567875491116548,0.05700023556751943
4.0,2.0,1.0,0.5,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,1.0,0.5,4.5,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,2.0,1.0,0.5,5.0,pH,1.5231649525989268,pH+P,1.5884588980316425,0.06529394543271572
4.0,2.0,1.0,0.5,5.5,pH,1.5231649525989268,pH+P+K,1.6084303814731529,0.08526542887422606
4.0,2.0,1.0,0.5,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,1.0,0.5,6.5,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,1.0,0.5,7.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,1.0,0.5,7.5,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,1.0,1.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,1.0,1.0,1.0,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,2.0,1.0,1.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,1.0,1.0,3.0,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,2.0,1.0,1.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,1.0,1.0,5.0,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,2.0,1.0,1.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,1.0,1.0,7.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,1.0,1.0,8.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,1.0,2.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,1.0,2.0,1.0,none,1.5997873135441354,P,1.6483425217486445,0.04855520820450909
4.0,2.0,1.0,2.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,1.0,2.0,3.0,none,1.5997873135441354,OM+P,1.656031985819892,0.05624467227575658
4.0,2.0,1.0,2.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,1.0,2.0,5.0,pH,1.5231649525989268,pH+P,1.5884588980316425,0.06529394543271572
4.0,2.0,1.0,2.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,1.0,2.0,7.0,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,1.0,2.0,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,1.0,2.0,9.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,1.0,4.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,1.0,4.0,1.0,none,1.5997873135441354,P,1.6483425217486445,0.04855520820450909
4.0,2.0,1.0,4.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,1.0,4.0,3.0,none,1.5997873135441354,OM+P,1.656031985819892,0.05624467227575658
4.0,2.0,1.0,4.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,1.0,4.0,5.0,pH,1.5231649525989268,pH+P,1.5884588980316425,0.06529394543271572
4.0,2.0,1.0,4.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,1.0,4.0,7.0,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,1.0,4.0,8.0,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,1.0,4.0,9.0,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,1.0,4.0,10.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,1.0,4.0,11.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,2.0,0.5,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,2.0,0.5,0.5,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,2.0,2.0,0.5,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,2.0,0.5,2.5,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,2.0,2.0,0.5,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,2.0,0.5,4.5,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,2.0,2.0,0.5,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,2.0,0.5,6.5,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,2.0,0.5,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,2.0,0.5,8.5,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,2.0,1.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,2.0,1.0,1.0,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,2.0,2.0,1.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,2.0,1.0,3.0,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,2.0,2.0,1.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,2.0,1.0,5.0,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,2.0,2.0,1.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,2.0,1.0,7.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,2.0,1.0,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,2.0,1.0,9.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,2.0,2.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,2.0,2.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,2.0,2.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,2.0,2.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,2.0,2.0,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,2.0,2.0,10.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,2.0,4.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,2.0,4.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,2.0,4.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,2.0,4.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,2.0,4.0,8.0,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,2.0,4.0,10.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,2.0,4.0,12.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,4.0,0.5,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,4.0,0.5,0.5,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,2.0,4.0,0.5,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,4.0,0.5,2.5,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,2.0,4.0,0.5,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,4.0,0.5,4.5,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,2.0,4.0,0.5,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,4.0,0.5,6.5,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,0.5,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,0.5,8.5,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,0.5,10.0,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,2.0,4.0,0.5,10.5,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,4.0,1.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,4.0,1.0,1.0,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,2.0,4.0,1.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,4.0,1.0,3.0,none,1.5997873135441354,OM+K,1.6200748161186624,0.02028750257452705
4.0,2.0,4.0,1.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,4.0,1.0,5.0,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,2.0,4.0,1.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,4.0,1.0,7.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,1.0,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,1.0,9.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,1.0,10.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,1.0,11.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,4.0,2.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,4.0,2.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,4.0,2.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,4.0,2.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,4.0,2.0,8.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,2.0,10.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,2.0,12.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,2.0,4.0,4.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,2.0,4.0,4.0,2.0,none,1.5997873135441354,OM,1.6149032355374895,0.015115921993354098
4.0,2.0,4.0,4.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,2.0,4.0,4.0,6.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,4.0,4.0,8.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,2.0,4.0,4.0,10.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,4.0,12.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,2.0,4.0,4.0,14.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,4.0,0.5,0.5,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,4.0,0.5,0.5,0.5,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,4.0,0.5,0.5,1.0,none,1.5997873135441354,P+K,1.6610948839626856,0.06130757041855017
4.0,4.0,0.5,0.5,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,4.0,0.5,0.5,4.5,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,4.0,0.5,0.5,5.0,pH,1.5231649525989268,pH+P+K,1.6084303814731529,0.08526542887422606
4.0,4.0,0.5,0.5,8.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,4.0,0.5,0.5,8.5,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,4.0,0.5,0.5,9.0,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,4.0,0.5,1.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,4.0,0.5,1.0,0.5,none,1.5997873135441354,P,1.6483425217486445,0.04855520820450909
4.0,4.0,0.5,1.0,1.0,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,4.0,0.5,1.0,1.5,none,1.5997873135441354,P+K,1.6610948839626856,0.06130757041855017
4.0,4.0,0.5,1.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,4.0,0.5,1.0,4.5,pH,1.5231649525989268,pH+P,1.5884588980316425,0.06529394543271572
4.0,4.0,0.5,1.0,5.0,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,4.0,0.5,1.0,5.5,pH,1.5231649525989268,pH+P+K,1.6084303814731529,0.08526542887422606
4.0,4.0,0.5,1.0,8.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,4.0,0.5,1.0,8.5,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,4.0,0.5,1.0,9.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,4.0,0.5,1.0,9.5,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,4.0,0.5,2.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,4.0,0.5,2.0,0.5,none,1.5997873135441354,P,1.6483425217486445,0.04855520820450909
4.0,4.0,0.5,2.0,2.0,none,1.5997873135441354,K,1.6299892540507934,0.03020194050665803
4.0,4.0,0.5,2.0,2.5,none,1.5997873135441354,P+K,1.6610948839626856,0.06130757041855017
4.0,4.0,0.5,2.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
4.0,4.0,0.5,2.0,4.5,pH,1.5231649525989268,pH+P,1.5884588980316425,0.06529394543271572
4.0,4.0,0.5,2.0,6.0,pH,1.5231649525989268,pH+K,1.561057834024615,0.03789288142568825
4.0,4.0,0.5,2.0,6.5,pH,1.5231649525989268,pH+P+K,1.6084303814731529,0.08526542887422606
4.0,4.0,0.5,2.0,8.0,pH+OM,1.5231533486717235,pH+OM,1.5231533486717235,0.0
4.0,4.0,0.5,2.0,8.5,pH+OM,1.5231533486717235,pH+OM+P,1.5789601566637488,0.05580680799202531
4.0,4.0,0.5,2.0,10.0,pH+OM,1.5231533486717235,pH+OM+K,1.5355375091702554,0.012384160498531971
4.0,4.0,0.5,2.0,10.5,pH+OM,1.5231533486717235,pH+OM+P+K,1.5900503206379897,0.0668969719662662
4.0,4.0,0.5,4.0,0.0,none,1.5997873135441354,none,1.5997873135441354,0.0
4.0,4.0,0.5,4.0,0.5,none,1.5997873135441354,P,1.6483425217486445,0.04855520820450909
4.0,4.0,0.5,4.0,4.0,pH,1.5231649525989268,pH,1.5231649525989268,0.0
